Date,Package,Title,pkg,cum_pkgs
2017-11-22,domino,R Console Bindings for the 'Domino Command-Line Client',1,5846
2017-11-22,fpmoutliers,Frequent Pattern Mining Outliers,1,5847
2017-11-22,KMgene,Gene-Based Association Analysis for Complex Traits,1,5848
2017-11-22,LCF,Linear Combination Fitting,1,5849
2017-11-22,ManifoldOptim,"An R Interface to the 'ROPTLIB' Library for Riemannian Manifold
Optimization",1,5850
2017-11-22,SELF,"A Structural Equation Embedded Likelihood Framework for Causal
Discovery",1,5851
2017-11-23,adjustedcranlogs,"Remove Automated and Repeated Downloads from 'RStudio' 'CRAN'
Download Logs",1,5852
2017-11-23,CopulaDTA,"Copula Based Bivariate Beta-Binomial Model for Diagnostic Test
Accuracy Studies",1,5853
2017-11-23,CorporaCoCo,Corpora Co-Occurrence Comparison,1,5854
2017-11-23,distcrete,Discrete Distribution Approximations,1,5855
2017-11-23,IDCard,Update Chinese ID Card Number to Eighteen Digits,1,5856
2017-11-23,powdist,Power and Reversal Power Distributions,1,5857
2017-11-24,Aoptbdtvc,"A-Optimal Block Designs for Comparing Test Treatments with
Controls",1,5858
2017-11-24,dixon,Nearest Neighbour Contingency Table Analysis,1,5859
2017-11-24,galts,"Genetic Algorithms and C-Steps Based LTS (Least Trimmed Squares)
Estimation",1,5860
2017-11-24,inferference,Methods for Causal Inference with Interference,1,5861
2017-11-24,replicatedpp2w,Two-Way ANOVA-Like Method to Analyze Replicated Point Patterns,1,5862
2017-11-24,tgram,Compute and Plot Tracheidograms,1,5863
2017-11-24,tscount,Analysis of Count Time Series,1,5864
2017-11-26,EKMCMC,MCMC Procedures for Estimating Enzyme Kinetics Constants,1,5865
2017-11-26,RAPTOR,Row and Position Tracheid Organizer,1,5866
2017-11-26,shinyaframe,"'WebVR' Data Visualizations with 'RStudio Shiny' and 'Mozilla
A-Frame'",1,5867
2017-11-26,wordnet,WordNet Interface,1,5868
2017-11-27,ceg,Chain Event Graph,1,5869
2017-11-27,EvolutionaryGames,Important Concepts of Evolutionary Game Theory,1,5870
2017-11-27,odk,Convert 'ODK' or 'XLSForm' to 'SPSS' Data Frame,1,5871
2017-11-27,phase1RMD,Repeated Measurement Design for Phase I Clinical Trial,1,5872
2017-11-27,simEd,Simulation Education,1,5873
2017-11-27,skeleSim,Genetic Simulation Engine,1,5874
2017-11-28,Dforest,Decision Forest,1,5875
2017-11-28,Sim.PLFN,Simulation of Piecewise Linear Fuzzy Numbers,1,5876
2017-11-28,tipr,Tipping Point Analyses,1,5877
2017-11-28,xltabr,"Automatically Write Beautifully Formatted Cross
Tabulations/Contingency Tables to Excel",1,5878
2017-11-29,lmomPi,"(Precipitation) Frequency Analysis and Variability with
L-Moments from 'lmom'",1,5879
2017-11-29,StrainRanking,Ranking of Pathogen Strains,1,5880
2017-11-30,adapr,Implementation of an Accountable Data Analysis Process,1,5881
2017-11-30,BatchExperiments,Statistical Experiments on Batch Computing Clusters,1,5882
2017-11-30,goftte,Goodness-of-Fit for Time-to-Event Data,1,5883
2017-11-30,npregfast,"Nonparametric Estimation of Regression Models with
Factor-by-Curve Interactions",1,5884
2017-11-30,passport,Travel Smoothly Between Country Name and Code Formats,1,5885
2017-11-30,SASmarkdown,'SAS' Markdown,1,5886
2017-12-01,harrietr,Wrangle Phylogenetic Distance Matrices and Other Utilities,1,5887
2017-12-01,lrgs,Linear Regression by Gibbs Sampling,1,5888
2017-12-01,velox,Fast Raster Manipulation and Extraction,1,5889
2017-12-01,whereport,Geolocalization of IATA Codes,1,5890
2017-12-02,EAinference,Estimator Augmentation and Simulation-Based Inference,1,5891
2017-12-02,ROI.models.globalOptTests,'ROI' Optimization Problems Based on 'globalOptTests',1,5892
2017-12-04,BayesVarSel,"Bayes Factors, Model Choice and Variable Selection in Linear
Models",1,5893
2017-12-04,CollapseLevels,"Collapses Levels, Computes Information Value and WoE",1,5894
2017-12-04,combiter,Combinatorics Iterators,1,5895
2017-12-04,easyVerification,Ensemble Forecast Verification for Large Data Sets,1,5896
2017-12-04,flora,Tools for Interacting with the Brazilian Flora 2020,1,5897
2017-12-04,GRS.test,"GRS Test for Portfolio Efficiency, Its Statistical Power
Analysis, and Optimal Significance Level Calculation",1,5898
2017-12-04,mazeGen,Elithorn Maze Generator,1,5899
2017-12-04,mdw,Maximum Diversity Weighting,1,5900
2017-12-04,mutoss,Unified Multiple Testing Procedures,1,5901
2017-12-04,mutossGUI,A Graphical User Interface for the MuToss Project,1,5902
2017-12-04,networkGen,Network Maze Generator,1,5903
2017-12-04,OSTSC,Over Sampling for Time Series Classification,1,5904
2017-12-05,CaDENCE,"Conditional Density Estimation Network Construction and
Evaluation",1,5905
2017-12-05,deGradInfer,Parameter Inference for Systems of Differential Equation,1,5906
2017-12-05,GEVcdn,GEV Conditional Density Estimation Network,1,5907
2017-12-05,monmlp,"Multi-Layer Perceptron Neural Network with Optional Monotonicity
Constraints",1,5908
2017-12-05,plotrr,Making Visual Exploratory Data Analysis with Nested Data Easier,1,5909
2017-12-05,R2BayesX,Estimate Structured Additive Regression Models with 'BayesX',1,5910
2017-12-05,scatr,Create Scatter Plots with Marginal Density or Box Plots,1,5911
2017-12-05,sptm,SemiParametric Transformation Model Methods,1,5912
2017-12-05,x12,"Interface to 'X12-ARIMA'/'X13-ARIMA-SEATS' and Structure for
Batch Processing of Seasonal Adjustment",1,5913
2017-12-06,CPMCGLM,"Correction of the P-Value after Multiple Coding in Generalized
Linear Models",1,5914
2017-12-06,earlyR,"Estimation of Transmissibility in the Early Stages of a Disease
Outbreak",1,5915
2017-12-06,gTests,Graph-Based Two-Sample Tests,1,5916
2017-12-06,Inventorymodel,Inventory Models,1,5917
2017-12-06,ISM,Interpretive Structural Modelling (ISM),1,5918
2017-12-06,LassoSIR,Sparsed Sliced Inverse Regression via Lasso,1,5919
2017-12-06,MetamapsDB,"Network Analysis of Metabolic Pathways and Gene Based Assemblies
in Metagenomics",1,5920
2017-12-06,PSLM2015,Pakistan Social and Living Standards Measurement Survey 2014-15,1,5921
2017-12-06,TriMatch,Propensity Score Matching of Non-Binary Treatments,1,5922
2017-12-06,vcd,Visualizing Categorical Data,1,5923
2017-12-06,wmtsa,Wavelet Methods for Time Series Analysis,1,5924
2017-12-07,controlTest,Quantile Comparison for Two-Sample Right-Censored Survival Data,1,5925
2017-12-07,DOBAD,"Analysis of Discretely Observed Linear
Birth-and-Death(-and-Immigration) Markov Chains",1,5926
2017-12-07,MMDai,"Multivariate Multinomial Distribution Approximation and
Imputation for Incomplete Data",1,5927
2017-12-08,randomcoloR,Generate Attractive Random Colors,1,5928
2017-12-08,snowflakes,Random Snowflake Generator,1,5929
2017-12-08,WARN,Weaning Age Reconstruction with Nitrogen Isotope Analysis,1,5930
2017-12-08,xray,X Ray Vision on your Datasets,1,5931
2017-12-09,parsemsf,Parse ThermoFisher MSF Files and Estimate Protein Abundances,1,5932
2017-12-10,dynCorr,Dynamic Correlation Package,1,5933
2017-12-10,ESTER,Efficient Sequential Testing with Evidence Ratios,1,5934
2017-12-10,phylotools,Phylogenetic Tools for Eco-Phylogenetics,1,5935
2017-12-10,refset,Subsets with Reference Semantics,1,5936
2017-12-11,ECharts2Shiny,"Embedding Interactive Charts Generated with ECharts Library into
Shiny Applications",1,5937
2017-12-11,fitteR,Fit Hundreds of Theoretical Distributions to Empirical Data,1,5938
2017-12-11,junr,Access Open Data Through the 'Junar' API,1,5939
2017-12-11,OpenMPController,Control Number of OpenMP Threads Dynamically,1,5940
2017-12-11,reshape2,Flexibly Reshape Data: A Reboot of the Reshape Package,1,5941
2017-12-11,snplist,Tools to Create Gene Sets,1,5942
2017-12-11,survivalMPL,Penalised Maximum Likelihood for Survival Analysis Models,1,5943
2017-12-12,control,A Control Systems Toolbox,1,5944
2017-12-12,corpus,Text Corpus Analysis,1,5945
2017-12-12,mazealls,Generate Recursive Mazes,1,5946
2017-12-12,NanoStringNorm,Normalize NanoString miRNA and mRNA Data,1,5947
2017-12-12,secrlinear,Spatially Explicit Capture-Recapture for Linear Habitats,1,5948
2017-12-12,sets,"Sets, Generalized Sets, Customizable Sets and Intervals",1,5949
2017-12-12,XiMpLe,A Simple XML Tree Parser and Generator,1,5950
2017-12-13,binaryLogic,Binary Logic,1,5951
2017-12-13,hysteresis,"Tools for Modeling Rate-Dependent Hysteretic Processes and
Ellipses",1,5952
2017-12-13,POPdemog,Plot Population Demographic History,1,5953
2017-12-13,SensoMineR,Sensory Data Analysis,1,5954
2017-12-14,clickstream,Analyzes Clickstreams Based on Markov Chains,1,5955
2017-12-14,PooledMeanGroup,Pooled Mean Group Estimation of Dynamic Heterogenous Panels,1,5956
2017-12-14,RSNPset,Efficient Score Statistics for Genome-Wide SNP Set Analysis,1,5957
2017-12-14,spAddins,A Set of RStudio Addins,1,5958
2017-12-14,spatgraphs,Graph Edge Computations for Spatial Point Patterns,1,5959
2017-12-14,sRDA,Sparse Redundancy Analysis,1,5960
2017-12-14,submax,"Effect Modification in Observational Studies Using the Submax
Method",1,5961
2017-12-14,syuzhet,Extracts Sentiment and Sentiment-Derived Plot Arcs from Text,1,5962
2017-12-14,tweedie,Evaluation of Tweedie Exponential Family Models,1,5963
2017-12-15,BClustLonG,"A Dirichlet Process Mixture Model for Clustering Longitudinal
Gene Expression Data",1,5964
2017-12-15,BisRNA,Analysis of RNA Cytosine-5 Methylation,1,5965
2017-12-15,cit,Causal Inference Test,1,5966
2017-12-15,clustEff,Clusters of Effects Curves in Quantile Regression Models,1,5967
2017-12-15,EMSC,Extended Multiplicative Signal Correction,1,5968
2017-12-15,GMAC,Genomic Mediation Analysis with Adaptive Confounding Adjustment,1,5969
2017-12-15,irtoys,A Collection of Functions Related to Item Response Theory (IRT),1,5970
2017-12-15,plsVarSel,Variable Selection in Partial Least Squares,1,5971
2017-12-15,quantregRanger,Quantile Regression Forests for 'ranger',1,5972
2017-12-16,cleanEHR,The Critical Care Clinical Data Processing Tools,1,5973
2017-12-16,gofastr,Fast DocumentTermMatrix and TermDocumentMatrix Creation,1,5974
2017-12-17,AmesHousing,The Ames Iowa Housing Data,1,5975
2017-12-17,CoClust,Copula Based Cluster Analysis,1,5976
2017-12-17,FreeSortR,Free Sorting Data Analysis,1,5977
2017-12-17,mlapi,Abstract Classes for Building 'scikit-learn' Like API,1,5978
2017-12-17,PKPDmisc,Pharmacokinetic and Pharmacodynamic Data Management Functions,1,5979
2017-12-17,SegCorr,Detecting Correlated Genomic Regions,1,5980
2017-12-17,stringformattr,Dynamic String Formatting,1,5981
2017-12-17,SyncRNG,A Synchronized Tausworthe RNG for R and Python,1,5982
2017-12-18,adephylo,Exploratory Analyses for the Phylogenetic Comparative Method,1,5983
2017-12-18,Canopy,"Accessing Intra-Tumor Heterogeneity and Tracking Longitudinal
and Spatial Clonal Evolutionary History by Next-Generation
Sequencing",1,5984
2017-12-18,kimisc,Kirill's Miscellaneous Functions,1,5985
2017-12-18,SpatialBall,Spatial NBA Visualization and Analysis,1,5986
2017-12-18,Umatrix,Visualization of Structures in High-Dimensional Data,1,5987
2017-12-19,GeDS,Geometrically Designed Spline Regression,1,5988
2017-12-19,PathSelectMP,Backwards Variable Selection for Paths using M Plus,1,5989
2017-12-19,quantregForest,Quantile Regression Forests,1,5990
2017-12-19,reda,Recurrent Event Data Analysis,1,5991
2017-12-19,rhmmer,Utilities Parsing 'HMMER' Results,1,5992
2017-12-19,rhymer,"Wrapper for the 'Datamuse' API to Find Rhyming and Associated
Words",1,5993
2017-12-19,ZOIP,"ZOIP Distribution, ZOIP Regression, ZOIP Mixed Regression",1,5994
2017-12-20,datoramar,Interface to the 'Datorama' API,1,5995
2017-12-20,kgc,Koeppen-Geiger Climatic Zones,1,5996
2017-12-20,nparACT,Non-Parametric Measures of Actigraphy Data,1,5997
2017-12-20,OGI,Objective General Index,1,5998
2017-12-20,SimCop,Simulate from Arbitrary Copulae,1,5999
2017-12-20,theseus,Analysis and Visualization Tools for Microbial Community Data,1,6000
2017-12-20,widgetframe,'Htmlwidgets' in Responsive 'iframes',1,6001
2017-12-21,alphashape3d,"Implementation of the 3D Alpha-Shape for the Reconstruction of
3D Sets from a Point Cloud",1,6002
2017-12-21,bdsmatrix,Routines for Block Diagonal Symmetric Matrices,1,6003
2017-12-21,BullsEyeR,Topic Modelling,1,6004
2017-12-21,fdcov,Analysis of Covariance Operators,1,6005
2017-12-21,fractal,A Fractal Time Series Modeling and Analysis Package,1,6006
2017-12-21,grapherator,A Modular Multi-Step Graph Generator,1,6007
2017-12-21,PBIBD,Partially Balanced Incomplete Block Designs,1,6008
2017-12-21,samplesizeCMH,"Power and Sample Size Calculation for the
Cochran-Mantel-Haenszel Test",1,6009
2017-12-21,seaaroundus,Sea Around Us API Wrapper,1,6010
2017-12-21,sparseEigen,Computation of Sparse Eigenvectors of a Matrix,1,6011
2017-12-21,swatches,"Read, Inspect, and Manipulate Color Swatch Files",1,6012
2017-12-21,TrioSGL,"Trio Model with a Combination of Lasso and Group Lasso
Regularization",1,6013
2017-12-22,conformalClassification,"Transductive and Inductive Conformal Predictions for
Classification Problems",1,6014
2017-12-22,pKSEA,Prediction-Based Kinase-Substrate Enrichment Analysis,1,6015
2017-12-22,spectacles,"Storing, Manipulating and Analysis Spectroscopy and Associated
Data",1,6016
2017-12-23,addreg,Additive Regression for Discrete Data,1,6017
2017-12-23,CytobankBridgeR,"Bridging and Extending the CytobankAPI Package in R to the
Cytobank Web Application",1,6018
2018-01-03,Biolinv,Modelling and Forecasting Biological Invasions,1,6019
2018-01-03,discgolf,Discourse API Client,1,6020
2018-01-03,ExtremeBounds,Extreme Bounds Analysis (EBA),1,6021
2018-01-03,httping,'Ping' 'URLs' to Time 'Requests',1,6022
2018-01-03,mekko,Variable Width Bar Charts: Bar Mekko,1,6023
2018-01-03,miRNAss,Genome-Wide Discovery of Pre-miRNAs with few Labeled Examples,1,6024
2018-01-03,mixlm,Mixed Model ANOVA and Statistics for Education,1,6025
2018-01-03,oaxaca,Blinder-Oaxaca Decomposition,1,6026
2018-01-03,qualvar,"Implements Indices of Qualitative Variation Proposed by Wilcox
(1973)",1,6027
2018-01-03,rprojroot,Finding Files in Project Subdirectories,1,6028
2018-01-03,Rsampletrees,MCMC Sampling of Gene Genealogies Conditional on Genetic Data,1,6029
2018-01-03,sofa,Connector to 'CouchDB',1,6030
2018-01-03,wbstats,"Programmatic Access to Data and Statistics from the World Bank
API",1,6031
2018-01-03,wordcloud2,Create Word Cloud by 'htmlwidget',1,6032
2018-01-04,afCEC,Active Function Cross-Entropy Clustering,1,6033
2018-01-04,DoseFinding,Planning and Analyzing Dose Finding Experiments,1,6034
2018-01-04,fmdates,Financial Market Date Calculations,1,6035
2018-01-04,gWidgets2RGtk2,Implementation of gWidgets2 for the RGtk2 Package,1,6036
2018-01-04,ipft,Indoor Positioning Fingerprinting Toolset,1,6037
2018-01-04,LCAvarsel,Variable Selection for Latent Class Analysis,1,6038
2018-01-04,memo,In-Memory Caching for Repeated Computations,1,6039
2018-01-04,PCMRS,Model Response Styles in Partial Credit Models,1,6040
2018-01-04,R.cache,"Fast and Light-Weight Caching (Memoization) of Objects and
Results to Speed Up Computations",1,6041
2018-01-04,SparseDC,Implementation of SparseDC Algorithm,1,6042
2018-01-05,APPEstimation,Adjusted Prediction Model Performance Estimation,1,6043
2018-01-05,bda,Density Estimation for Grouped Data,1,6044
2018-01-05,binst,"Data Preprocessing, Binning for Classification and Regression",1,6045
2018-01-05,coindeskr,Access 'CoinDesk' Bitcoin Price Index API,1,6046
2018-01-05,diffusion,Forecast the Diffusion of New Products,1,6047
2018-01-05,DNetFinder,"Estimating Differential Networks under Semiparametric Gaussian
Graphical Models",1,6048
2018-01-05,ellipse,"Functions for Drawing Ellipses and Ellipse-Like Confidence
Regions",1,6049
2018-01-05,fdrDiscreteNull,"False Discovery Rate Procedures Under Discrete and Heterogeneous
Null Distributions",1,6050
2018-01-05,MAPA,Multiple Aggregation Prediction Algorithm,1,6051
2018-01-05,MatManlyMix,Matrix Clustering with Gaussian and Manly Mixture Models,1,6052
2018-01-05,mra,Mark-Recapture Analysis,1,6053
2018-01-05,paramlink,Parametric Linkage and Other Pedigree Analysis in R,1,6054
2018-01-05,probout,"Unsupervised Multivariate Outlier Probabilities for Large
Datasets",1,6055
2018-01-05,profile,"Read, Manipulate, and Write Profiler Data",1,6056
2018-01-05,rapidraker,Rapid Automatic Keyword Extraction (RAKE) Algorithm,1,6057
2018-01-05,relSim,Relative Simulator,1,6058
2018-01-05,remoter,Remote R: Control a Remote R Session from a Local One,1,6059
2018-01-05,unitedR,Assessment and Evaluation of Formations in United,1,6060
2018-01-05,walmartAPI,Walmart Open API Wrapper,1,6061
2018-01-05,washdata,Urban Water and Sanitation Survey Dataset,1,6062
2018-01-05,wavefunction,Wave Function Representation of Real Distributions,1,6063
2018-01-06,date,Functions for Handling Dates,1,6064
2018-01-06,DRR,Dimensionality Reduction via Regression,1,6065
2018-01-06,fmbasics,Financial Market Building Blocks,1,6066
2018-01-06,qlcData,Processing Data for Quantitative Language Comparison (QLC),1,6067
2018-01-06,SciViews,SciViews - Main package,1,6068
2018-01-07,ExplainPrediction,"Explanation of Predictions for Classification and Regression
Models",1,6069
2018-01-07,fingerprint,Functions to Operate on Binary Fingerprint Data,1,6070
2018-01-07,grove,Wavelet Functional ANOVA Through Markov Groves,1,6071
2018-01-08,constants,"Reference on Constants, Units and Uncertainty",1,6072
2018-01-08,dprint,Print Tabular Data to Graphics Device,1,6073
2018-01-08,factoptd,"Factorial Optimal Designs for Two-Colour cDNA Microarray
Experiments",1,6074
2018-01-08,mistat,"Data Sets, Functions and Examples from the Book: ""Modern
Industrial Statistics"" by Kenett, Zacks and Amberti",1,6075
2018-01-08,sgee,Stagewise Generalized Estimating Equations,1,6076
2018-01-08,shinyjs,Easily Improve the User Experience of Your Shiny Apps in Seconds,1,6077
2018-01-09,ATR,Alternative Tree Representation,1,6078
2018-01-09,bullwhipgame,Bullwhip Effect Demo in Shiny,1,6079
2018-01-09,easySVG,An Easy SVG Basic Elements Generator,1,6080
2018-01-09,formulize,Add Formula Interfaces to Modelling Functions,1,6081
2018-01-09,MatchIt,Nonparametric Preprocessing for Parametric Causal Inference,1,6082
2018-01-09,osmose,Object Oriented Simulator of Marine Ecosystems,1,6083
2018-01-09,Rbgs,Reading and Background Subtraction in Videos,1,6084
2018-01-09,RGBM,"LS-TreeBoost and LAD-TreeBoost for Gene Regulatory Network
Reconstruction",1,6085
2018-01-09,rlme,"Rank-Based Estimation and Prediction in Random Effects Nested
Models",1,6086
2018-01-10,brant,Test for Parallel Regression Assumption,1,6087
2018-01-10,changepointsVar,Change-Points Detections for Changes in Variance,1,6088
2018-01-10,ExpDE,Modular Differential Evolution for Experimenting with Operators,1,6089
2018-01-10,FinancialInstrument,Financial Instrument Model Infrastructure and Meta-Data,1,6090
2018-01-10,IATScore,Scoring Algorithm for the Implicit Association Test (IAT),1,6091
2018-01-10,influxdbr,R Interface to InfluxDB,1,6092
2018-01-10,lba,Latent Budget Analysis for Compositional Data,1,6093
2018-01-10,RandPro,Random Projection with Classification,1,6094
2018-01-10,rFSA,"Feasible Solution Algorithm for Finding Best Subsets and
Interactions",1,6095
2018-01-10,tdr,Target Diagram,1,6096
2018-01-11,AlleleRetain,"Allele Retention, Inbreeding, and Demography",1,6097
2018-01-11,bayesSurv,"Bayesian Survival Regression with Flexible Error and Random
Effects Distributions",1,6098
2018-01-11,bigmemory,"Manage Massive Matrices with Shared Memory and Memory-Mapped
Files",1,6099
2018-01-11,DiceView,Plot Methods for Computer Experiments Design and Surrogate,1,6100
2018-01-11,DirectedClustering,Directed Weighted Clustering Coefficient,1,6101
2018-01-11,kexpmv,Matrix Exponential using Krylov Subspace Routines,1,6102
2018-01-11,QCApro,"Advanced Functionality for Performing and Evaluating Qualitative
Comparative Analysis",1,6103
2018-01-11,text2vec,Modern Text Mining Framework for R,1,6104
2018-01-12,moult,Models for Analysing Moult in Birds,1,6105
2018-01-12,ngspatial,"Fitting the Centered Autologistic and Sparse Spatial Generalized
Linear Mixed Models for Areal Data",1,6106
2018-01-12,preText,"Diagnostics to Assess the Effects of Text Preprocessing
Decisions",1,6107
2018-01-12,qCBA,Quantitative Classification by Association Rules,1,6108
2018-01-12,rSQM,"Statistical Downscaling Toolkit for Climate Change Scenario
using Non Parametric Quantile Mapping",1,6109
2018-01-13,Emcdf,"Computation and Visualization of Empirical Joint Distribution
(Empirical Joint CDF)",1,6110
2018-01-13,hkclustering,Ensemble Clustering using K Means and Hierarchical Clustering,1,6111
2018-01-13,MatrixEQTL,"Matrix eQTL: Ultra Fast eQTL Analysis via Large Matrix
Operations",1,6112
2018-01-13,stubthat,Stubbing Framework for R,1,6113
2018-01-14,adaptMCMC,"Implementation of a Generic Adaptive Monte Carlo Markov Chain
Sampler",1,6114
2018-01-14,COMBAT,A Combined Association Test for Genes using Summary Statistics,1,6115
2018-01-14,cordillera,Calculation of the OPTICS Cordillera,1,6116
2018-01-14,Fragman,Fragment Analysis in R,1,6117
2018-01-14,pcaPP,Robust PCA by Projection Pursuit,1,6118
2018-01-14,photobiologyLEDs,Spectral Data for Light-Emitting-Diodes,1,6119
2018-01-15,GoogleKnowledgeGraphR,Retrieve Information from 'Google Knowledge Graph' API,1,6120
2018-01-15,io,A Unified Framework for Input-Output Operations in R,1,6121
2018-01-15,RPPanalyzer,"Reads, Annotates, and Normalizes Reverse Phase Protein Array
Data",1,6122
2018-01-16,dawai,Discriminant Analysis with Additional Information,1,6123
2018-01-16,LPM,Linear Parametric Models Applied to Hydrological Series,1,6124
2018-01-16,mazeinda,Monotonic Association on Zero-Inflated Data,1,6125
2018-01-16,natural,Estimating the Error Variance in a High-Dimensional Linear Model,1,6126
2018-01-16,opencage,Interface to the OpenCage API,1,6127
2018-01-16,optimus,Model Based Diagnostics for Multivariate Cluster Analysis,1,6128
2018-01-16,palmtree,Partially Additive (Generalized) Linear Model Trees,1,6129
2018-01-16,randomLCA,Random Effects Latent Class Analysis,1,6130
2018-01-16,toolmaRk,Tests for Same-Source of Toolmarks,1,6131
2018-01-17,bbw,Blocked Weighted Bootstrap,1,6132
2018-01-17,GenSA,Generalized Simulated Annealing,1,6133
2018-01-17,mau,Decision Models with Multi Attribute Utility Theory,1,6134
2018-01-18,dtree,Decision Trees,1,6135
2018-01-18,ensembleBMA,"Probabilistic Forecasting using Ensembles and Bayesian Model
Averaging",1,6136
2018-01-18,GEOmap,Topographic and Geologic Mapping,1,6137
2018-01-18,gkmSVM,Gapped-Kmer Support Vector Machine,1,6138
2018-01-18,PEIP,Geophysical Inverse Theory and Optimization,1,6139
2018-01-18,RFOC,"Graphics for Spherical Distributions and Earthquake Focal
Mechanisms",1,6140
2018-01-18,RTOMO,Visualization for Seismic Tomography,1,6141
2018-01-18,SDT,Self-Determination Theory Measures,1,6142
2018-01-18,SMMA,Soft Maximin Estimation for Large Scale Array-Tensor Models,1,6143
2018-01-18,TukeyRegion,Tukey Region and Median,1,6144
2018-01-18,vecsets,Like base::sets Tools But Keeps Duplicate Elements,1,6145
2018-01-18,zoeppritz,Seismic Reflection and Scattering Coefficients,1,6146
2018-01-19,adabag,"Applies Multiclass AdaBoost.M1, SAMME and Bagging",1,6147
2018-01-19,descr,Descriptive Statistics,1,6148
2018-01-19,dynatopmodel,Implementation of the Dynamic TOPMODEL Hydrological Model,1,6149
2018-01-19,glamlasso,Penalization in Large Scale Generalized Linear Array Models,1,6150
2018-01-19,lbreg,Log-Binomial Regression with Constrained Optimization,1,6151
2018-01-19,LN0SCIs,"Simultaneous CIs for Ratios of Means of Log-Normal Populations
with Zeros",1,6152
2018-01-19,longRPart2,Recursive Partitioning of Longitudinal Data,1,6153
2018-01-19,pivotaltrackR,A Client for the 'Pivotal Tracker' API,1,6154
2018-01-19,PSW,Propensity Score Weighting Methods for Dichotomous Treatments,1,6155
2018-01-19,RNAseqNet,"Log-Linear Poisson Graphical Model with Hot-Deck Multiple
Imputation",1,6156
2018-01-20,dat,Tools for Data Manipulation,1,6157
2018-01-20,ewoc,Escalation with Overdose Control,1,6158
2018-01-20,LoopAnalyst,A Collection of Tools to Conduct Levins' Loop Analysis,1,6159
2018-01-20,RClickhouse,"A 'DBI' Interface to the 'Yandex Clickhouse' Database Providing
Basic 'dplyr' Support",1,6160
2018-01-20,Rwave,Time-Frequency Analysis of 1-D Signals,1,6161
2018-01-21,CreditRisk,"Evaluation of Credit Risk with Structural and Reduced Form
Models",1,6162
2018-01-21,geophys,"Geophysics, Continuum Mechanics, Gravity Modeling",1,6163
2018-01-21,LinkageMapView,Plot Linkage Group Maps with Quantitative Trait Loci,1,6164
2018-01-21,listenv,Environments Behaving (Almost) as Lists,1,6165
2018-01-21,nofrills,Low-Cost Anonymous Functions,1,6166
2018-01-21,rMR,"Importing Data from Loligo Systems Software, Calculating
Metabolic Rates and Critical Tensions",1,6167
2018-01-21,rSCA,An R Package for Stepwise Cluster Analysis,1,6168
2018-01-21,tropAlgebra,Tropical Algebraic Functions,1,6169
2018-01-22,Bioi,Biological Image Analysis,1,6170
2018-01-22,enetLTS,"Robust and Sparse Methods for High Dimensional Linear and
Logistic Regression",1,6171
2018-01-22,gLRTH,Genome-Wide Association and Linkage Analysis under Heterogeneity,1,6172
2018-01-22,pals,"Color Palettes, Colormaps, and Tools to Evaluate Them",1,6173
2018-01-22,PAmeasures,"Prediction and Accuracy Measures for Nonlinear Models and for
Right-Censored Time-to-Event Data",1,6174
2018-01-23,MaxentVariableSelection,"Selecting the Best Set of Relevant Environmental Variables along
with the Optimal Regularization Multiplier for Maxent Niche
Modeling",1,6175
2018-01-23,MRS,Multi-Resolution Scanning for Cross-Sample Differences,1,6176
2018-01-23,mtsdi,Multivariate Time Series Data Imputation,1,6177
2018-01-23,RDocumentation,Integrate R with 'RDocumentation',1,6178
2018-01-23,zoon,"Reproducible, Accessible & Shareable Species Distribution
Modelling",1,6179
2018-01-24,datapasta,R Tools for Data Copy-Pasta,1,6180
2018-01-24,devFunc,Clear and Condense Argument Check for User-Defined Functions,1,6181
2018-01-24,geno2proteo,"Finding the DNA and Protein Sequences of Any Genomic or
Proteomic Loci",1,6182
2018-01-24,highlightHTML,Highlight HTML Text and Tables,1,6183
2018-01-24,letsR,Tools for Data Handling and Analysis in Macroecology,1,6184
2018-01-24,MPR.genotyping,Maximum Parsimony of Recombination to Infer Parental Genotypes,1,6185
2018-01-24,neverhpfilter,A Better Alternative to the Hodrick-Prescott Filter,1,6186
2018-01-24,pgam,Poisson-Gamma Additive Models,1,6187
2018-01-24,RcppGreedySetCover,Greedy Set Cover,1,6188
2018-01-24,RInSp,R Individual Specialization (RInSp),1,6189
2018-01-24,santaR,Short Asynchronous Time-Series Analysis,1,6190
2018-01-24,scanstatistics,Space-Time Anomaly Detection using Scan Statistics,1,6191
2018-01-24,showimage,Show an Image on an 'R' Graphics Device,1,6192
2018-01-24,strandCet,Estimation of Biological Parameters from Stranded Cetaceans,1,6193
2018-01-24,thief,Temporal Hierarchical Forecasting,1,6194
2018-01-24,TSS.RESTREND,Time Series Segmentation of Residual Trends,1,6195
2018-01-25,aggregation,p-Value Aggregation Methods,1,6196
2018-01-25,aucm,AUC Maximization,1,6197
2018-01-25,censusr,Collect Data from the Census API,1,6198
2018-01-25,crimCV,Group-Based Modelling of Longitudinal Data,1,6199
2018-01-25,DBItest,Testing 'DBI' Back Ends,1,6200
2018-01-25,dendroextras,"Extra Functions to Cut, Label and Colour Dendrogram Clusters",1,6201
2018-01-25,diagis,"Diagnostic Plot and Multivariate Summary Statistics of Weighted
Samples from Importance Sampling",1,6202
